task,sample_id,dataset,source_id,subject,difficulty,requested_budget_tokens,budget_tokens,estimated_prompt_tokens,seq_len,returncode,runner_returncode,runner_reported_returncode,adb_pull_returncode,device_connection_status,error,prompt_tokens,generated_tokens,model_load_ms,ttft_ms,prefill_latency_ms,decode_latency_ms,inference_ms,e2e_latency_ms,prefill_token_per_sec,decode_token_per_sec,seq_len_stop,qnn_shards_restored,output_chars,replacement_chars,energy_j,average_power_w,energy_per_token_j,edp_j_s,start_voltage_v,end_voltage_v,start_current_a,end_current_a,start_skin_temp_c,end_skin_temp_c,max_skin_temp_c,peak_rss_mb,peak_vmhwm_mb,memory_use_mb,telemetry_sample_count,power_sample_count,energy_measurement_status,signed_net_battery_energy_j,signed_average_battery_power_w,external_powered_start,external_powered_end,power_sources_start,power_sources_end,telemetry_path,output_path,log_path,predicted_answer,gold_answer,normalized_predicted_answer,normalized_gold_answer,answer_parse_method,score_method,score_correct
MATH500,math500_0209,MATH500,test/number_theory/1201.json,Number Theory,3,256,256,61,317,0,0,0,0,,,61,255,1551,137,137,17064,17201,17201,445.255,14.9437,True,4,799,0,5.61893960408086,0.32666354305452355,0.022035057270905333,96.65138012979487,3.8980326530612244,3.935995141700405,0.1271142857142857,0.01207773279352227,43.97518367346939,43.90396599190284,43.97518367346939,35.203125,1004.453125,1004.453125,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0209/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0209/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0209/runner.log,NA,1,NA,1,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0210,MATH500,test/number_theory/234.json,Number Theory,2,256,256,77,333,0,0,0,0,,,77,255,2964,149,149,17128,17277,17277,516.779,14.8879,True,4,588,0,4.844555138108589,0.2804048815250674,0.018998255443563095,83.6993791211021,3.9352138953942233,3.907396933560477,0.029349726775956285,0.06521039182282794,43.347797033567524,43.587,43.587,35.16796875,1004.0859375,1004.0859375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0210/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0210/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0210/runner.log,NA,16,NA,16,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0211,MATH500,test/prealgebra/378.json,Prealgebra,4,256,256,241,497,0,0,0,0,,,241,255,1575,267,267,17064,17331,17331,902.622,14.9437,True,4,998,0,4.967389025904155,0.28661871939900496,0.01947995696433002,86.08981920794491,3.901632038065028,3.931383185125303,0.09051704996034893,0.01917461600646726,43.661309278350515,43.81589571544058,43.81589571544058,35.30859375,1004.234375,1004.234375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0211/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0211/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0211/runner.log,NA,10,NA,10,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0212,MATH500,test/prealgebra/1555.json,Prealgebra,2,256,256,67,323,0,0,0,0,,,67,255,1554,135,135,17030,17165,17165,496.296,14.9736,True,4,633,0,5.1790941766554734,0.3017241000090576,0.020310173241786172,88.8991515422912,3.917136919315403,3.8926312399355876,0.07876120619396904,0.015025764895330113,43.83386226568867,43.87718035426731,43.87718035426731,35.27734375,1004.30859375,1004.30859375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0212/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0212/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0212/runner.log,NA,5,NA,5,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0213,MATH500,test/algebra/2102.json,Algebra,3,256,256,104,360,0,0,0,0,,,104,255,5132,138,138,16996,17134,17134,753.623,15.0035,True,4,679,0,5.220608528833164,0.30469292219173366,0.020472974622875156,89.44990653302744,3.903217183770883,3.8926902356902353,0.08748766905330152,0.0996026936026936,43.36380906921241,43.601,43.601,35.03515625,1004.015625,1004.015625,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0213/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0213/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0213/runner.log,NA,56,NA,56,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0214,MATH500,test/intermediate_algebra/102.json,Intermediate Algebra,4,256,256,107,363,0,0,0,0,,,107,255,2879,148,148,17033,17181,17181,722.973,14.9709,True,4,591,0,5.587146358981981,0.32519331581293176,0.02191037787836071,95.99276159366941,3.8518680618744314,3.896231254379818,0.1896411889596603,0.03712403644008409,43.64368759478314,43.73379327259986,43.73379327259986,35.15234375,1004.1640625,1004.1640625,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0214/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0214/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0214/runner.log,NA,2,NA,2,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0215,MATH500,test/counting_and_probability/765.json,Counting & Probability,5,256,256,130,386,0,0,0,0,,,130,255,1551,264,264,17004,17268,17268,492.424,14.9965,True,4,748,0,4.832040317001095,0.2798262865995538,0.018949177713729785,83.43967219397491,3.9211034208432776,3.8883575464083937,0.04428639618138425,0.06471267150928169,43.77,43.90383615819209,43.904,35.140625,1004.19140625,1004.19140625,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0215/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0215/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0215/runner.log,NA,110,NA,110,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0216,MATH500,test/algebra/907.json,Algebra,4,256,256,71,327,0,0,0,0,,,71,255,1573,140,140,17037,17177,17177,507.143,14.9674,True,4,632,0,5.348032966925272,0.3113484873333686,0.020972678301667734,91.8631622728754,3.90637922705314,3.895605655930872,0.09871175523349437,0.11858130400628437,43.876436392914655,43.943029065200314,43.944,35.30078125,1004.2109375,1004.2109375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0216/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0216/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0216/runner.log,NA,2,NA,2,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0217,MATH500,test/prealgebra/1436.json,Prealgebra,4,256,256,92,348,0,0,0,0,,,92,255,4064,139,139,17144,17283,17283,661.871,14.874,True,4,816,0,3.203173187442392,0.18533664221734605,0.012561463480166242,55.360442198566865,3.908709677419355,3.9051444533120514,0.011282258064516128,0.09120830007980846,43.617536290322576,43.76614445331205,43.76614445331205,35.140625,1004.08203125,1004.08203125,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0217/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0217/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0217/runner.log,NA,6,NA,6,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0218,MATH500,test/number_theory/417.json,Number Theory,4,256,256,58,314,0,0,0,0,,,58,255,4793,136,136,17038,17174,17174,426.471,14.9665,True,4,804,0,3.836788857867771,0.22340682763874292,0.01504623081516773,65.89301184502109,3.9008210180623974,3.927796089385475,0.05731444991789819,0.026019553072625698,43.34173152709359,43.62285754189944,43.62285754189944,35.203125,1004.24609375,1004.24609375,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0218/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0218/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0218/runner.log,NA,"11,\! 111,\! 111,\! 100",NA,"11,111,111,100",missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0219,MATH500,test/algebra/864.json,Algebra,2,256,256,73,329,0,0,0,0,,,73,255,1698,132,132,17032,17164,17164,553.03,14.9718,True,4,698,0,5.638698478827559,0.3285189046159146,0.02211254305422572,96.78262069059623,3.9138798418972334,3.903259878419453,0.04080790513833992,0.08396808510638298,43.563552569169964,43.73737386018237,43.73737386018237,35.1171875,1004.34375,1004.34375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0219/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0219/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0219/runner.log,"(-1, 6)","(-1,6)","(-1,6)","(-1,6)",last_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,True
MATH500,math500_0220,MATH500,test/counting_and_probability/282.json,Counting & Probability,4,256,256,739,995,0,0,0,0,,,739,255,3319,762,762,17073,17835,17835,969.816,14.9359,True,4,662,0,6.00762103797782,0.3368444652636849,0.023559298188148316,107.14592121233443,3.8966390977443606,3.8988666666666667,0.1648721804511278,0.0817,43.62833834586466,43.832566666666665,43.832566666666665,35.640625,1004.62109375,1004.62109375,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0220/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0220/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0220/runner.log,NA,\frac{1}{2},NA,\frac{1}{2},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0221,MATH500,test/prealgebra/1961.json,Prealgebra,5,256,256,120,376,0,0,0,0,,,120,255,3868,139,139,16970,17109,17109,863.309,15.0265,True,4,880,0,6.0064586664944315,0.3510701190305939,0.023554739868605613,102.76450132505325,3.9110721003134796,3.8950082712985936,0.032581504702194355,0.05851943755169561,43.574065047021946,43.964,43.964,35.078125,1004.0,1004.0,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0221/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0221/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0221/runner.log,NA,\frac{16}{27},NA,\frac{16}{27},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0222,MATH500,test/number_theory/89.json,Number Theory,3,256,256,68,324,0,0,0,0,,,68,255,1560,137,137,16919,17056,17056,496.35,15.0718,True,4,688,0,5.414530296832198,0.3174560446078915,0.02123345214443999,92.35022874276997,3.8994237978810107,3.9164060211554106,0.08295843520782396,0.015950366151342554,43.98754849225754,44.050455655004065,44.050455655004065,35.109375,1004.07421875,1004.07421875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0222/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0222/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0222/runner.log,NA,900,NA,900,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0223,MATH500,test/geometry/547.json,Geometry,4,256,256,176,432,0,0,0,0,,,176,255,1590,263,263,17006,17269,17269,669.202,14.9947,True,4,889,0,5.320266233701658,0.3080818943599316,0.020863789151771207,91.87567758979392,3.8891030595813203,3.9162848101265824,0.061107085346215784,0.028715189873417722,44.025090177133656,44.073,44.08,35.08984375,1003.8046875,1003.8046875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0223/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0223/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0223/runner.log,NA,54,NA,54,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0224,MATH500,test/number_theory/183.json,Number Theory,3,256,256,72,328,0,0,0,0,,,72,255,1756,132,132,17043,17175,17175,545.455,14.9622,True,4,620,0,4.478094855647886,0.26073332492855233,0.017561156296658376,76.91127914575245,3.908425806451613,3.934388341543514,0.07334193548387097,0.014712643678160919,44.06051612903226,44.09228735632184,44.09228735632184,35.14453125,1003.8359375,1003.8359375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0224/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0224/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0224/runner.log,NA,14,NA,14,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0225,MATH500,test/precalculus/190.json,Precalculus,4,256,256,101,357,0,0,0,0,,,101,255,4230,137,137,17071,17208,17208,737.226,14.9376,True,4,563,0,5.01256913625054,0.2912929530596548,0.019657133867649175,86.25628969659928,3.8884021035598706,3.8938915202444613,0.0783705501618123,0.06120626432391138,43.33771359223301,43.67880443086325,43.67880443086325,35.02734375,1003.6640625,1003.6640625,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0225/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0225/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0225/runner.log,NA,\frac{9}{256},NA,\frac{9}{256},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0226,MATH500,test/algebra/2159.json,Algebra,3,256,256,75,331,0,0,0,0,,,75,255,6491,138,138,17007,17145,17145,543.478,14.9938,True,4,553,0,4.396049234895111,0.2564041548495253,0.017239408764294552,75.37026413227667,3.896630486831604,3.886276252019386,0.09312290502793297,0.07348465266558966,43.00739265762171,43.503198707592894,43.503198707592894,34.94140625,1003.77734375,1003.77734375,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0226/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0226/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0226/runner.log,NA,11,NA,11,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0227,MATH500,test/counting_and_probability/71.json,Counting & Probability,3,256,256,66,322,0,0,0,0,,,66,255,4123,145,145,16998,17143,17143,455.172,15.0018,True,4,951,0,5.5743399169469425,0.3251671187625819,0.021860156537046833,95.56090919622144,3.882773643410853,3.925980815347722,0.09390387596899225,0.018043165467625896,43.33628914728682,43.62103357314149,43.62103357314149,34.79296875,1003.80078125,1003.80078125,34,34,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0227/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0227/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0227/runner.log,NA,3,NA,3,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0228,MATH500,test/precalculus/819.json,Precalculus,3,256,256,100,356,0,0,0,0,,,100,255,1640,138,138,17039,17177,17177,724.638,14.9657,True,4,913,0,5.537568335645613,0.3223827406209241,0.021715954257433775,95.1188113013847,3.8980764895330116,3.9348690763052208,0.07171014492753623,0.008130923694779116,43.642842190016104,43.844,43.844,34.96484375,1004.13671875,1004.13671875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0228/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0228/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0228/runner.log,NA,\text{(C)},NA,\text{(c)},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0229,MATH500,test/precalculus/1056.json,Precalculus,4,256,256,154,410,0,0,0,0,,,154,255,1482,293,293,17026,17319,17319,525.597,14.9771,True,4,570,0,4.285664115265556,0.2474544786226431,0.016806525942217865,74.22341681228416,3.899203852327448,3.878827888446215,0.05949197431781701,0.09963426294820717,43.85923194221509,43.978435059760955,43.978435059760955,35.0078125,1003.9375,1003.9375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0229/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0229/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0229/runner.log,NA,288 \pi,NA,288\pi,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0230,MATH500,test/prealgebra/2057.json,Prealgebra,4,256,256,119,375,0,0,0,0,,,119,255,6518,137,137,17085,17222,17222,868.613,14.9254,True,4,1015,0,4.418933028525622,0.2565865189017316,0.017329149131473025,76.10286461726827,3.9159462365591398,3.8875919589392645,0.029189247311827957,0.031384088964927295,43.149916129032256,43.55201197604791,43.55201197604791,34.48828125,1003.49609375,1003.49609375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0230/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0230/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0230/runner.log,NA,90,NA,90,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0231,MATH500,test/intermediate_algebra/986.json,Intermediate Algebra,4,256,256,121,377,0,0,0,0,,,121,255,1634,139,139,17035,17174,17174,870.504,14.9692,True,4,594,0,5.2169178066868405,0.303768359536907,0.02045850120269349,89.5953464120398,3.8937286512370313,3.9229103901120124,0.061466879489225856,0.017224024719969103,43.610537909018355,43.830940903823866,43.837,34.92578125,1003.73046875,1003.73046875,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0231/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0231/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0231/runner.log,NA,\frac{16}{5},NA,\frac{16}{5},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0232,MATH500,test/algebra/1578.json,Algebra,4,256,256,103,359,0,0,0,0,,,103,255,4061,162,162,17020,17182,17182,635.802,14.9824,True,4,764,0,5.213022215490429,0.30340019878305374,0.02044322437447227,89.57014770655654,3.8864439140811453,3.872892372881356,0.04881622911694511,0.13387118644067797,43.43403341288783,43.626795762711865,43.626795762711865,35.14453125,1004.09375,1004.09375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0232/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0232/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0232/runner.log,NA,10,NA,10,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0233,MATH500,test/intermediate_algebra/1354.json,Intermediate Algebra,5,256,256,109,365,0,0,0,0,,,109,255,5302,141,141,17024,17165,17165,773.05,14.9789,True,4,608,0,5.598962589452741,0.32618482898064327,0.021956716037069574,96.1061928479563,3.891106365834005,3.92168039538715,0.04787912973408541,0.01438714991762767,43.26068976631748,43.62510873146623,43.62510873146623,34.6875,1003.6328125,1003.6328125,35,35,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0233/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0233/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0233/runner.log,NA,\frac{1997}{2},NA,\frac{1997}{2},missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0234,MATH500,test/precalculus/441.json,Precalculus,2,256,256,145,401,0,0,0,0,,,145,255,1601,259,259,17038,17297,17297,559.846,14.9665,True,4,686,0,4.4138765887657785,0.25518162622222224,0.01730931995594423,76.34682335588167,3.917187399030695,3.924214975845411,0.05837318255250404,0.013683574879227053,43.638827948303714,43.82964492753623,43.82964492753623,35.0859375,1003.77734375,1003.77734375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0234/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0234/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0234/runner.log,NA,30^\circ,NA,30^\circ,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0235,MATH500,test/intermediate_algebra/1837.json,Intermediate Algebra,3,256,256,101,357,0,0,0,0,,,101,255,1575,142,142,16975,17117,17117,711.268,15.0221,True,4,532,0,5.2563053896268315,0.3070809948955326,0.020612962312262083,89.97217935424248,3.885819591836735,3.905717373233583,0.05907673469387756,0.04153449709060682,43.853928979591835,44.03109808811305,44.03109808811305,35.13671875,1004.02734375,1004.02734375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0235/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0235/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0235/runner.log,NA,34,NA,34,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0236,MATH500,test/prealgebra/153.json,Prealgebra,4,256,256,73,329,0,0,0,0,,,73,255,1514,138,138,17048,17186,17186,528.986,14.9578,True,4,542,0,4.935191021388723,0.28716344823628087,0.019353690279955777,84.8161928935866,3.868355792933443,3.909009669621273,0.13347740345110928,0.020058017727639002,43.95770829909614,44.00493231265109,44.00493231265109,35.0625,1003.859375,1003.859375,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0236/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0236/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0236/runner.log,NA,\frac 59,NA,\frac59,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
MATH500,math500_0237,MATH500,test/precalculus/989.json,Precalculus,4,256,256,91,347,0,0,0,0,,,91,255,1516,139,139,17073,17212,17212,654.676,14.9359,True,4,641,0,5.660836664351652,0.32888895330883405,0.022199359468045694,97.43432066682062,3.8726737012987016,3.8866362903225804,0.051033279220779215,0.02573709677419355,43.99097077922078,44.05056451612903,44.05056451612903,34.9140625,1003.75,1003.75,33,33,measured_signed_battery_energy,,,False,False,,,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0237/telemetry.csv,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0237/generated_text.txt,/home/lyyyy/pace/results/oneplus/math500_qwen2.5-3b_w4a16-block16_balanced/math500/math500_0237/runner.log,NA,12,NA,12,missing_boxed_answer,math500_normalized_exact_not_symbolic_equivalence,False
