run_id,timestamp_start,timestamp_end,assignee,task_group,device_id,runtime,model,quantization,backend,performance_mode,htp_performance_mode,htp_performance_mode_name,strategy,dataset,sample_id,repeat_id,prompt_tokens,target_output_tokens,actual_output_tokens,ttft_ms,decode_latency_ms,tpot_ms,e2e_latency_ms,energy_batch_id,energy_j,start_temp_c,end_temp_c,start_npu_temp_c,end_npu_temp_c,thermal_status,task_success,deadline_ms,progress_satisfied,error_type,notes,action_text,action_name,action_arguments,gold_action,gold_arguments,action_valid,action_correct,action_schema_error,time_to_valid_action_ms,invalid_action_rate,valid_under_deadline,correct_under_deadline,action_budget_tokens
w3v2_021_balanced_b96_r1_d5000,2026-07-19T21:04:14+08:00,2026-07-19T21:04:18+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq723_budget96_temp0.0,tiny_schema_v2,w3v2_021,1,627,96,25,909,1674,66.96,2583,W3_action_balanced_b96_9996cd9b82,NA,36.882,36.986,43.8,43.8,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_021_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""duration_seconds\"": 120, \""label\"": \""Stretch\"", \""sound\"": false}, got={\""duration_seconds\"": 120, \""label\"": \""Silent Stretch\"", \""sound\"": false}""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":120,""label"":""Silent Stretch"",""sound"":false}}",set_timer,"{""duration_seconds"": 120, ""label"": ""Silent Stretch"", ""sound"": false}",set_timer,"{""duration_seconds"": 120, ""label"": ""Stretch"", ""sound"": false}",true,false,false,2513.0,0.0,true,false,96
w3v2_021_balanced_b96_r1_d10000,2026-07-19T21:04:14+08:00,2026-07-19T21:04:18+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq723_budget96_temp0.0,tiny_schema_v2,w3v2_021,1,627,96,25,909,1674,66.96,2583,W3_action_balanced_b96_9996cd9b82,NA,36.882,36.986,43.8,43.8,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_021_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""duration_seconds\"": 120, \""label\"": \""Stretch\"", \""sound\"": false}, got={\""duration_seconds\"": 120, \""label\"": \""Silent Stretch\"", \""sound\"": false}""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":120,""label"":""Silent Stretch"",""sound"":false}}",set_timer,"{""duration_seconds"": 120, ""label"": ""Silent Stretch"", ""sound"": false}",set_timer,"{""duration_seconds"": 120, ""label"": ""Stretch"", ""sound"": false}",true,false,false,2513.0,0.0,true,false,96
w3v2_022_balanced_b96_r1_d2000,2026-07-19T21:04:18+08:00,2026-07-19T21:04:22+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq741_budget96_temp0.0,tiny_schema_v2,w3v2_022,1,645,96,16,1072,1071,66.938,2143,W3_action_balanced_b96_9996cd9b82,NA,36.993,37.127,43.4,44.6,0,false,2000,false,wrong_action_type,"physical_run_id=w3v2_022_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_timer""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":1800}}",set_timer,"{""duration_seconds"": 1800}",add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-01 14:00"", ""title"": ""Project review""}",false,false,false,NA,1.0,false,false,96
w3v2_022_balanced_b96_r1_d5000,2026-07-19T21:04:18+08:00,2026-07-19T21:04:22+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq741_budget96_temp0.0,tiny_schema_v2,w3v2_022,1,645,96,16,1072,1071,66.938,2143,W3_action_balanced_b96_9996cd9b82,NA,36.993,37.127,43.4,44.6,0,false,5000,false,wrong_action_type,"physical_run_id=w3v2_022_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_timer""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":1800}}",set_timer,"{""duration_seconds"": 1800}",add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-01 14:00"", ""title"": ""Project review""}",false,false,false,NA,1.0,false,false,96
w3v2_022_balanced_b96_r1_d10000,2026-07-19T21:04:18+08:00,2026-07-19T21:04:22+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq741_budget96_temp0.0,tiny_schema_v2,w3v2_022,1,645,96,16,1072,1071,66.938,2143,W3_action_balanced_b96_9996cd9b82,NA,36.993,37.127,43.4,44.6,0,false,10000,false,wrong_action_type,"physical_run_id=w3v2_022_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_timer""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":1800}}",set_timer,"{""duration_seconds"": 1800}",add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-01 14:00"", ""title"": ""Project review""}",false,false,false,NA,1.0,false,false,96
w3v2_023_balanced_b96_r1_d2000,2026-07-19T21:04:22+08:00,2026-07-19T21:04:29+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq745_budget96_temp0.0,tiny_schema_v2,w3v2_023,1,649,96,57,1089,3811,66.86,4900,W3_action_balanced_b96_9996cd9b82,NA,37.127,37.188,44.2,44.2,0,false,2000,false,wrong_action_type,"physical_run_id=w3v2_023_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_alarm""","{""action"":""set_alarm"",""arguments"":{""label"":""Dentist Appointment"",""time"":""2026-08-03 09:15"",""vibrate"":false,""repeat_days"":[""Mon"",""Tue"",""Wed"",""Thu"",""Fri"",""Sat"",""Sun""]}}",set_alarm,"{""label"": ""Dentist Appointment"", ""repeat_days"": [""Mon"", ""Tue"", ""Wed"", ""Thu"", ""Fri"", ""Sat"", ""Sun""], ""time"": ""2026-08-03 09:15"", ""vibrate"": false}",add_calendar_event,"{""attendees"": [""Dr. Lee""], ""duration_minutes"": 30, ""online"": false, ""start_time"": ""2026-08-03 09:15"", ""title"": ""Dentist appointment""}",true,false,false,4830.0,0.0,false,false,96
w3v2_023_balanced_b96_r1_d5000,2026-07-19T21:04:22+08:00,2026-07-19T21:04:29+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq745_budget96_temp0.0,tiny_schema_v2,w3v2_023,1,649,96,57,1089,3811,66.86,4900,W3_action_balanced_b96_9996cd9b82,NA,37.127,37.188,44.2,44.2,0,false,5000,false,wrong_action_type,"physical_run_id=w3v2_023_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_alarm""","{""action"":""set_alarm"",""arguments"":{""label"":""Dentist Appointment"",""time"":""2026-08-03 09:15"",""vibrate"":false,""repeat_days"":[""Mon"",""Tue"",""Wed"",""Thu"",""Fri"",""Sat"",""Sun""]}}",set_alarm,"{""label"": ""Dentist Appointment"", ""repeat_days"": [""Mon"", ""Tue"", ""Wed"", ""Thu"", ""Fri"", ""Sat"", ""Sun""], ""time"": ""2026-08-03 09:15"", ""vibrate"": false}",add_calendar_event,"{""attendees"": [""Dr. Lee""], ""duration_minutes"": 30, ""online"": false, ""start_time"": ""2026-08-03 09:15"", ""title"": ""Dentist appointment""}",true,false,false,4830.0,0.0,true,false,96
w3v2_023_balanced_b96_r1_d10000,2026-07-19T21:04:22+08:00,2026-07-19T21:04:29+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq745_budget96_temp0.0,tiny_schema_v2,w3v2_023,1,649,96,57,1089,3811,66.86,4900,W3_action_balanced_b96_9996cd9b82,NA,37.127,37.188,44.2,44.2,0,false,10000,false,wrong_action_type,"physical_run_id=w3v2_023_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected action=add_calendar_event, got=set_alarm""","{""action"":""set_alarm"",""arguments"":{""label"":""Dentist Appointment"",""time"":""2026-08-03 09:15"",""vibrate"":false,""repeat_days"":[""Mon"",""Tue"",""Wed"",""Thu"",""Fri"",""Sat"",""Sun""]}}",set_alarm,"{""label"": ""Dentist Appointment"", ""repeat_days"": [""Mon"", ""Tue"", ""Wed"", ""Thu"", ""Fri"", ""Sat"", ""Sun""], ""time"": ""2026-08-03 09:15"", ""vibrate"": false}",add_calendar_event,"{""attendees"": [""Dr. Lee""], ""duration_minutes"": 30, ""online"": false, ""start_time"": ""2026-08-03 09:15"", ""title"": ""Dentist appointment""}",true,false,false,4830.0,0.0,true,false,96
w3v2_024_balanced_b96_r1_d2000,2026-07-19T21:04:29+08:00,2026-07-19T21:04:37+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq755_budget96_temp0.0,tiny_schema_v2,w3v2_024,1,659,96,64,1083,4282,66.906,5365,W3_action_balanced_b96_9996cd9b82,NA,37.181,37.285,43.8,43.8,0,false,2000,false,parse_error,"physical_run_id=w3v2_024_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""invalid JSON document: Extra data: line 2 column 1 (char 99)""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":2700,""label"":""Budget Review"",""sound"":false}}
>{""action"":""set_alarm"",""arguments"":{""repeat_days"":[],""time"":""2026-08-10T14:30:00"",""vibrate"":false}}",NA,NA,add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-10 14:30"", ""title"": ""Budget review""}",false,false,false,NA,1.0,false,false,96
w3v2_024_balanced_b96_r1_d5000,2026-07-19T21:04:29+08:00,2026-07-19T21:04:37+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq755_budget96_temp0.0,tiny_schema_v2,w3v2_024,1,659,96,64,1083,4282,66.906,5365,W3_action_balanced_b96_9996cd9b82,NA,37.181,37.285,43.8,43.8,0,false,5000,false,parse_error,"physical_run_id=w3v2_024_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""invalid JSON document: Extra data: line 2 column 1 (char 99)""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":2700,""label"":""Budget Review"",""sound"":false}}
>{""action"":""set_alarm"",""arguments"":{""repeat_days"":[],""time"":""2026-08-10T14:30:00"",""vibrate"":false}}",NA,NA,add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-10 14:30"", ""title"": ""Budget review""}",false,false,false,NA,1.0,false,false,96
w3v2_024_balanced_b96_r1_d10000,2026-07-19T21:04:29+08:00,2026-07-19T21:04:37+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq755_budget96_temp0.0,tiny_schema_v2,w3v2_024,1,659,96,64,1083,4282,66.906,5365,W3_action_balanced_b96_9996cd9b82,NA,37.181,37.285,43.8,43.8,0,false,10000,false,parse_error,"physical_run_id=w3v2_024_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""invalid JSON document: Extra data: line 2 column 1 (char 99)""","{""action"":""set_timer"",""arguments"":{""duration_seconds"":2700,""label"":""Budget Review"",""sound"":false}}
>{""action"":""set_alarm"",""arguments"":{""repeat_days"":[],""time"":""2026-08-10T14:30:00"",""vibrate"":false}}",NA,NA,add_calendar_event,"{""attendees"": [""Alice"", ""Bob""], ""duration_minutes"": 45, ""online"": true, ""start_time"": ""2026-08-10 14:30"", ""title"": ""Budget review""}",false,false,false,NA,1.0,false,false,96
w3v2_025_balanced_b96_r1_d2000,2026-07-19T21:04:37+08:00,2026-07-19T21:04:41+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq719_budget96_temp0.0,tiny_schema_v2,w3v2_025,1,623,96,23,907,1539,66.913,2446,W3_action_balanced_b96_9996cd9b82,NA,37.297,37.496,43.8,44.2,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_025_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Alice\"", \""text\"": \""Server is back online\"", \""urgent\"": true}, got={\""contact\"": \""Alice\"", \""text\"": \""Server is back online.\"", \""urgent\"": true}""","{""action"":""send_message"",""arguments"":{""text"":""Server is back online."",""urgent"":true,""contact"":""Alice""}}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online."", ""urgent"": true}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online"", ""urgent"": true}",true,false,false,2378.0,0.0,false,false,96
w3v2_025_balanced_b96_r1_d5000,2026-07-19T21:04:37+08:00,2026-07-19T21:04:41+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq719_budget96_temp0.0,tiny_schema_v2,w3v2_025,1,623,96,23,907,1539,66.913,2446,W3_action_balanced_b96_9996cd9b82,NA,37.297,37.496,43.8,44.2,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_025_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Alice\"", \""text\"": \""Server is back online\"", \""urgent\"": true}, got={\""contact\"": \""Alice\"", \""text\"": \""Server is back online.\"", \""urgent\"": true}""","{""action"":""send_message"",""arguments"":{""text"":""Server is back online."",""urgent"":true,""contact"":""Alice""}}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online."", ""urgent"": true}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online"", ""urgent"": true}",true,false,false,2378.0,0.0,true,false,96
w3v2_025_balanced_b96_r1_d10000,2026-07-19T21:04:37+08:00,2026-07-19T21:04:41+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq719_budget96_temp0.0,tiny_schema_v2,w3v2_025,1,623,96,23,907,1539,66.913,2446,W3_action_balanced_b96_9996cd9b82,NA,37.297,37.496,43.8,44.2,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_025_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Alice\"", \""text\"": \""Server is back online\"", \""urgent\"": true}, got={\""contact\"": \""Alice\"", \""text\"": \""Server is back online.\"", \""urgent\"": true}""","{""action"":""send_message"",""arguments"":{""text"":""Server is back online."",""urgent"":true,""contact"":""Alice""}}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online."", ""urgent"": true}",send_message,"{""contact"": ""Alice"", ""text"": ""Server is back online"", ""urgent"": true}",true,false,false,2378.0,0.0,true,false,96
w3v2_026_balanced_b96_r1_d2000,2026-07-19T21:04:42+08:00,2026-07-19T21:04:46+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq734_budget96_temp0.0,tiny_schema_v2,w3v2_026,1,638,96,26,902,1752,67.385,2654,W3_action_balanced_b96_9996cd9b82,NA,37.502,37.568,43.8,44.2,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_026_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven\"", \""urgent\"": false}, got={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven. Sorry.\"", \""urgent\"": false}""","{""action"":""send_message"",""arguments"":{""text"":""I will arrive at seven. Sorry."",""contact"":""Bob"",""urgent"":false}}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven. Sorry."", ""urgent"": false}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven"", ""urgent"": false}",true,false,false,2582.0,0.0,false,false,96
w3v2_026_balanced_b96_r1_d5000,2026-07-19T21:04:42+08:00,2026-07-19T21:04:46+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq734_budget96_temp0.0,tiny_schema_v2,w3v2_026,1,638,96,26,902,1752,67.385,2654,W3_action_balanced_b96_9996cd9b82,NA,37.502,37.568,43.8,44.2,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_026_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven\"", \""urgent\"": false}, got={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven. Sorry.\"", \""urgent\"": false}""","{""action"":""send_message"",""arguments"":{""text"":""I will arrive at seven. Sorry."",""contact"":""Bob"",""urgent"":false}}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven. Sorry."", ""urgent"": false}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven"", ""urgent"": false}",true,false,false,2582.0,0.0,true,false,96
w3v2_026_balanced_b96_r1_d10000,2026-07-19T21:04:42+08:00,2026-07-19T21:04:46+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq734_budget96_temp0.0,tiny_schema_v2,w3v2_026,1,638,96,26,902,1752,67.385,2654,W3_action_balanced_b96_9996cd9b82,NA,37.502,37.568,43.8,44.2,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_026_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven\"", \""urgent\"": false}, got={\""contact\"": \""Bob\"", \""text\"": \""I will arrive at seven. Sorry.\"", \""urgent\"": false}""","{""action"":""send_message"",""arguments"":{""text"":""I will arrive at seven. Sorry."",""contact"":""Bob"",""urgent"":false}}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven. Sorry."", ""urgent"": false}",send_message,"{""contact"": ""Bob"", ""text"": ""I will arrive at seven"", ""urgent"": false}",true,false,false,2582.0,0.0,true,false,96
w3v2_027_balanced_b96_r1_d2000,2026-07-19T21:04:46+08:00,2026-07-19T21:04:50+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq726_budget96_temp0.0,tiny_schema_v2,w3v2_027,1,630,96,31,903,2094,67.548,2997,W3_action_balanced_b96_9996cd9b82,NA,37.562,37.622,44.2,44.6,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_027_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""body\"": \""The draft is attached\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}, got={\""body\"": \""The draft is attached.\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}""","{""action"":""send_email"",""arguments"":{""body"":""The draft is attached."",""high_priority"":true,""recipient"":""report@example.com"",""subject"":""Weekly report""}}",send_email,"{""body"": ""The draft is attached."", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",send_email,"{""body"": ""The draft is attached"", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",true,false,false,2921.0,0.0,false,false,96
w3v2_027_balanced_b96_r1_d5000,2026-07-19T21:04:46+08:00,2026-07-19T21:04:50+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq726_budget96_temp0.0,tiny_schema_v2,w3v2_027,1,630,96,31,903,2094,67.548,2997,W3_action_balanced_b96_9996cd9b82,NA,37.562,37.622,44.2,44.6,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_027_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""body\"": \""The draft is attached\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}, got={\""body\"": \""The draft is attached.\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}""","{""action"":""send_email"",""arguments"":{""body"":""The draft is attached."",""high_priority"":true,""recipient"":""report@example.com"",""subject"":""Weekly report""}}",send_email,"{""body"": ""The draft is attached."", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",send_email,"{""body"": ""The draft is attached"", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",true,false,false,2921.0,0.0,true,false,96
w3v2_027_balanced_b96_r1_d10000,2026-07-19T21:04:46+08:00,2026-07-19T21:04:50+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq726_budget96_temp0.0,tiny_schema_v2,w3v2_027,1,630,96,31,903,2094,67.548,2997,W3_action_balanced_b96_9996cd9b82,NA,37.562,37.622,44.2,44.6,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_027_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""expected arguments={\""body\"": \""The draft is attached\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}, got={\""body\"": \""The draft is attached.\"", \""high_priority\"": true, \""recipient\"": \""report@example.com\"", \""subject\"": \""Weekly report\""}""","{""action"":""send_email"",""arguments"":{""body"":""The draft is attached."",""high_priority"":true,""recipient"":""report@example.com"",""subject"":""Weekly report""}}",send_email,"{""body"": ""The draft is attached."", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",send_email,"{""body"": ""The draft is attached"", ""high_priority"": true, ""recipient"": ""report@example.com"", ""subject"": ""Weekly report""}",true,false,false,2921.0,0.0,true,false,96
w3v2_028_balanced_b96_r1_d2000,2026-07-19T21:04:51+08:00,2026-07-19T21:04:56+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq738_budget96_temp0.0,tiny_schema_v2,w3v2_028,1,642,96,39,1078,2603,66.744,3681,W3_action_balanced_b96_9996cd9b82,NA,37.64,37.658,44.2,44.9,0,false,2000,false,wrong_argument,"physical_run_id=w3v2_028_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""argument keys mismatch for send_email; missing=[], extra=['body_replace']""","{""action"":""send_email"",""arguments"":{""body"":""Meet in room 302"",""high_priority"":false,""recipient"":""team@example.com"",""subject"":""Room change"",""body_replace"":true}}",send_email,"{""body"": ""Meet in room 302"", ""body_replace"": true, ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",send_email,"{""body"": ""Meet in room 302"", ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",false,false,false,NA,1.0,false,false,96
w3v2_028_balanced_b96_r1_d5000,2026-07-19T21:04:51+08:00,2026-07-19T21:04:56+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq738_budget96_temp0.0,tiny_schema_v2,w3v2_028,1,642,96,39,1078,2603,66.744,3681,W3_action_balanced_b96_9996cd9b82,NA,37.64,37.658,44.2,44.9,0,false,5000,false,wrong_argument,"physical_run_id=w3v2_028_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""argument keys mismatch for send_email; missing=[], extra=['body_replace']""","{""action"":""send_email"",""arguments"":{""body"":""Meet in room 302"",""high_priority"":false,""recipient"":""team@example.com"",""subject"":""Room change"",""body_replace"":true}}",send_email,"{""body"": ""Meet in room 302"", ""body_replace"": true, ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",send_email,"{""body"": ""Meet in room 302"", ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",false,false,false,NA,1.0,false,false,96
w3v2_028_balanced_b96_r1_d10000,2026-07-19T21:04:51+08:00,2026-07-19T21:04:56+08:00,mym,W3_action,10.29.195.116:46301,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq738_budget96_temp0.0,tiny_schema_v2,w3v2_028,1,642,96,39,1078,2603,66.744,3681,W3_action_balanced_b96_9996cd9b82,NA,37.64,37.658,44.2,44.9,0,false,10000,false,wrong_argument,"physical_run_id=w3v2_028_balanced_b96_r1;action_validator_version=strict_json_v2;action_error_message=""argument keys mismatch for send_email; missing=[], extra=['body_replace']""","{""action"":""send_email"",""arguments"":{""body"":""Meet in room 302"",""high_priority"":false,""recipient"":""team@example.com"",""subject"":""Room change"",""body_replace"":true}}",send_email,"{""body"": ""Meet in room 302"", ""body_replace"": true, ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",send_email,"{""body"": ""Meet in room 302"", ""high_priority"": false, ""recipient"": ""team@example.com"", ""subject"": ""Room change""}",false,false,false,NA,1.0,false,false,96
