run_id,timestamp_start,timestamp_end,assignee,task_group,device_id,runtime,model,quantization,backend,performance_mode,htp_performance_mode,htp_performance_mode_name,strategy,dataset,sample_id,repeat_id,prompt_tokens,target_output_tokens,actual_output_tokens,ttft_ms,decode_latency_ms,tpot_ms,e2e_latency_ms,energy_batch_id,energy_j,start_temp_c,end_temp_c,start_npu_temp_c,end_npu_temp_c,thermal_status,task_success,deadline_ms,progress_satisfied,error_type,notes,answer,gold_answer,answer_correct,correct_under_deadline,reasoning_budget_tokens,output_truncated,energy_per_correct_answer_j
w2_028_balanced_b128_r1_d5000,2026-07-19T14:11:30+08:00,2026-07-19T14:11:40+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq231_budget128_temp0.0,math,w2_028,1,103,128,127,173,8448,66.52,8621,W2_reasoning_balanced_b128_bcdb2938c3,NA,38.962,39.057,45.3,45.7,0,false,5000,false,parse_error,,NA,49,false,false,128,true,NA
w2_028_balanced_b128_r1_d10000,2026-07-19T14:11:30+08:00,2026-07-19T14:11:40+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq231_budget128_temp0.0,math,w2_028,1,103,128,127,173,8448,66.52,8621,W2_reasoning_balanced_b128_bcdb2938c3,NA,38.962,39.057,45.3,45.7,0,false,10000,false,parse_error,,NA,49,false,false,128,true,NA
w2_028_balanced_b128_r1_d20000,2026-07-19T14:11:30+08:00,2026-07-19T14:11:40+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq231_budget128_temp0.0,math,w2_028,1,103,128,127,173,8448,66.52,8621,W2_reasoning_balanced_b128_bcdb2938c3,NA,38.962,39.057,45.3,45.7,0,false,20000,false,parse_error,,NA,49,false,false,128,true,NA
w2_028_balanced_b128_r1_d30000,2026-07-19T14:11:30+08:00,2026-07-19T14:11:40+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq231_budget128_temp0.0,math,w2_028,1,103,128,127,173,8448,66.52,8621,W2_reasoning_balanced_b128_bcdb2938c3,NA,38.962,39.057,45.3,45.7,0,false,30000,false,parse_error,,NA,49,false,false,128,true,NA
w2_029_balanced_b128_r1_d5000,2026-07-19T14:11:40+08:00,2026-07-19T14:11:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq230_budget128_temp0.0,math,w2_029,1,102,128,127,189,8530,67.165,8719,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.076,39.133,45.3,45.7,0,false,5000,false,parse_error,,NA,0.07407407407407407407407407407,false,false,128,true,NA
w2_029_balanced_b128_r1_d10000,2026-07-19T14:11:40+08:00,2026-07-19T14:11:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq230_budget128_temp0.0,math,w2_029,1,102,128,127,189,8530,67.165,8719,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.076,39.133,45.3,45.7,0,false,10000,false,parse_error,,NA,0.07407407407407407407407407407,false,false,128,true,NA
w2_029_balanced_b128_r1_d20000,2026-07-19T14:11:40+08:00,2026-07-19T14:11:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq230_budget128_temp0.0,math,w2_029,1,102,128,127,189,8530,67.165,8719,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.076,39.133,45.3,45.7,0,false,20000,false,parse_error,,NA,0.07407407407407407407407407407,false,false,128,true,NA
w2_029_balanced_b128_r1_d30000,2026-07-19T14:11:40+08:00,2026-07-19T14:11:51+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq230_budget128_temp0.0,math,w2_029,1,102,128,127,189,8530,67.165,8719,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.076,39.133,45.3,45.7,0,false,30000,false,parse_error,,NA,0.07407407407407407407407407407,false,false,128,true,NA
w2_030_balanced_b128_r1_d5000,2026-07-19T14:11:51+08:00,2026-07-19T14:12:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq219_budget128_temp0.0,math,w2_030,1,91,128,127,187,8489,66.843,8676,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.145,39.215,45.3,45.7,0,false,5000,false,parse_error,,NA,10,false,false,128,true,NA
w2_030_balanced_b128_r1_d10000,2026-07-19T14:11:51+08:00,2026-07-19T14:12:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq219_budget128_temp0.0,math,w2_030,1,91,128,127,187,8489,66.843,8676,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.145,39.215,45.3,45.7,0,false,10000,false,parse_error,,NA,10,false,false,128,true,NA
w2_030_balanced_b128_r1_d20000,2026-07-19T14:11:51+08:00,2026-07-19T14:12:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq219_budget128_temp0.0,math,w2_030,1,91,128,127,187,8489,66.843,8676,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.145,39.215,45.3,45.7,0,false,20000,false,parse_error,,NA,10,false,false,128,true,NA
w2_030_balanced_b128_r1_d30000,2026-07-19T14:11:51+08:00,2026-07-19T14:12:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq219_budget128_temp0.0,math,w2_030,1,91,128,127,187,8489,66.843,8676,W2_reasoning_balanced_b128_bcdb2938c3,NA,39.145,39.215,45.3,45.7,0,false,30000,false,parse_error,,NA,10,false,false,128,true,NA
w2_001_balanced_b256_r1_d5000,2026-07-19T14:26:05+08:00,2026-07-19T14:26:17+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq400_budget256_temp0.0,gsm8k,w2_001,1,144,256,147,365,9776,66.503,10141,W2_reasoning_balanced_b256_1bfa8240e3,NA,30.961,32.673,31.1,39.6,0,false,5000,false,deadline_miss,,64,64,true,false,256,false,NA
w2_001_balanced_b256_r1_d10000,2026-07-19T14:26:05+08:00,2026-07-19T14:26:17+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq400_budget256_temp0.0,gsm8k,w2_001,1,144,256,147,365,9776,66.503,10141,W2_reasoning_balanced_b256_1bfa8240e3,NA,30.961,32.673,31.1,39.6,0,false,10000,false,deadline_miss,,64,64,true,false,256,false,NA
w2_001_balanced_b256_r1_d20000,2026-07-19T14:26:05+08:00,2026-07-19T14:26:17+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq400_budget256_temp0.0,gsm8k,w2_001,1,144,256,147,365,9776,66.503,10141,W2_reasoning_balanced_b256_1bfa8240e3,NA,30.961,32.673,31.1,39.6,0,true,20000,true,none,,64,64,true,true,256,false,NA
w2_001_balanced_b256_r1_d30000,2026-07-19T14:26:05+08:00,2026-07-19T14:26:17+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq400_budget256_temp0.0,gsm8k,w2_001,1,144,256,147,365,9776,66.503,10141,W2_reasoning_balanced_b256_1bfa8240e3,NA,30.961,32.673,31.1,39.6,0,true,30000,true,none,,64,64,true,true,256,false,NA
w2_002_balanced_b256_r1_d5000,2026-07-19T14:26:18+08:00,2026-07-19T14:26:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq392_budget256_temp0.0,gsm8k,w2_002,1,136,256,159,367,10580,66.541,10947,W2_reasoning_balanced_b256_1bfa8240e3,NA,32.69,34.141,39.6,41.5,0,false,5000,false,deadline_miss,,5,5,true,false,256,false,NA
w2_002_balanced_b256_r1_d10000,2026-07-19T14:26:18+08:00,2026-07-19T14:26:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq392_budget256_temp0.0,gsm8k,w2_002,1,136,256,159,367,10580,66.541,10947,W2_reasoning_balanced_b256_1bfa8240e3,NA,32.69,34.141,39.6,41.5,0,false,10000,false,deadline_miss,,5,5,true,false,256,false,NA
w2_002_balanced_b256_r1_d20000,2026-07-19T14:26:18+08:00,2026-07-19T14:26:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq392_budget256_temp0.0,gsm8k,w2_002,1,136,256,159,367,10580,66.541,10947,W2_reasoning_balanced_b256_1bfa8240e3,NA,32.69,34.141,39.6,41.5,0,true,20000,true,none,,5,5,true,true,256,false,NA
w2_002_balanced_b256_r1_d30000,2026-07-19T14:26:18+08:00,2026-07-19T14:26:31+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq392_budget256_temp0.0,gsm8k,w2_002,1,136,256,159,367,10580,66.541,10947,W2_reasoning_balanced_b256_1bfa8240e3,NA,32.69,34.141,39.6,41.5,0,true,30000,true,none,,5,5,true,true,256,false,NA
w2_003_balanced_b256_r1_d5000,2026-07-19T14:26:31+08:00,2026-07-19T14:26:39+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_003,1,132,256,87,364,5803,66.701,6167,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.141,34.761,41.1,41.9,0,false,5000,false,wrong_answer,,81,87,false,false,256,false,NA
w2_003_balanced_b256_r1_d10000,2026-07-19T14:26:31+08:00,2026-07-19T14:26:39+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_003,1,132,256,87,364,5803,66.701,6167,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.141,34.761,41.1,41.9,0,false,10000,false,wrong_answer,,81,87,false,false,256,false,NA
w2_003_balanced_b256_r1_d20000,2026-07-19T14:26:31+08:00,2026-07-19T14:26:39+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_003,1,132,256,87,364,5803,66.701,6167,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.141,34.761,41.1,41.9,0,false,20000,false,wrong_answer,,81,87,false,false,256,false,NA
w2_003_balanced_b256_r1_d30000,2026-07-19T14:26:31+08:00,2026-07-19T14:26:39+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_003,1,132,256,87,364,5803,66.701,6167,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.141,34.761,41.1,41.9,0,false,30000,false,wrong_answer,,81,87,false,false,256,false,NA
w2_004_balanced_b256_r1_d5000,2026-07-19T14:26:39+08:00,2026-07-19T14:26:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq381_budget256_temp0.0,gsm8k,w2_004,1,125,256,206,189,13683,66.422,13872,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.755,35.553,41.5,41.9,0,false,5000,false,deadline_miss,,34,34,true,false,256,false,NA
w2_004_balanced_b256_r1_d10000,2026-07-19T14:26:39+08:00,2026-07-19T14:26:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq381_budget256_temp0.0,gsm8k,w2_004,1,125,256,206,189,13683,66.422,13872,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.755,35.553,41.5,41.9,0,false,10000,false,deadline_miss,,34,34,true,false,256,false,NA
w2_004_balanced_b256_r1_d20000,2026-07-19T14:26:39+08:00,2026-07-19T14:26:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq381_budget256_temp0.0,gsm8k,w2_004,1,125,256,206,189,13683,66.422,13872,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.755,35.553,41.5,41.9,0,true,20000,true,none,,34,34,true,true,256,false,NA
w2_004_balanced_b256_r1_d30000,2026-07-19T14:26:39+08:00,2026-07-19T14:26:55+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq381_budget256_temp0.0,gsm8k,w2_004,1,125,256,206,189,13683,66.422,13872,W2_reasoning_balanced_b256_1bfa8240e3,NA,34.755,35.553,41.5,41.9,0,true,30000,true,none,,34,34,true,true,256,false,NA
w2_005_balanced_b256_r1_d5000,2026-07-19T14:26:55+08:00,2026-07-19T14:27:07+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq393_budget256_temp0.0,gsm8k,w2_005,1,137,256,152,361,10115,66.546,10476,W2_reasoning_balanced_b256_1bfa8240e3,NA,35.558,36.04,41.9,43.0,0,false,5000,false,wrong_answer,,2.5,15,false,false,256,false,NA
w2_005_balanced_b256_r1_d10000,2026-07-19T14:26:55+08:00,2026-07-19T14:27:07+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq393_budget256_temp0.0,gsm8k,w2_005,1,137,256,152,361,10115,66.546,10476,W2_reasoning_balanced_b256_1bfa8240e3,NA,35.558,36.04,41.9,43.0,0,false,10000,false,wrong_answer,,2.5,15,false,false,256,false,NA
w2_005_balanced_b256_r1_d20000,2026-07-19T14:26:55+08:00,2026-07-19T14:27:07+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq393_budget256_temp0.0,gsm8k,w2_005,1,137,256,152,361,10115,66.546,10476,W2_reasoning_balanced_b256_1bfa8240e3,NA,35.558,36.04,41.9,43.0,0,false,20000,false,wrong_answer,,2.5,15,false,false,256,false,NA
w2_005_balanced_b256_r1_d30000,2026-07-19T14:26:55+08:00,2026-07-19T14:27:07+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq393_budget256_temp0.0,gsm8k,w2_005,1,137,256,152,361,10115,66.546,10476,W2_reasoning_balanced_b256_1bfa8240e3,NA,35.558,36.04,41.9,43.0,0,false,30000,false,wrong_answer,,2.5,15,false,false,256,false,NA
w2_006_balanced_b256_r1_d5000,2026-07-19T14:27:07+08:00,2026-07-19T14:27:26+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq391_budget256_temp0.0,gsm8k,w2_006,1,135,256,255,366,16684,65.427,17050,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.065,36.925,43.0,44.6,0,false,5000,false,parse_error,,NA,770,false,false,256,true,NA
w2_006_balanced_b256_r1_d10000,2026-07-19T14:27:07+08:00,2026-07-19T14:27:26+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq391_budget256_temp0.0,gsm8k,w2_006,1,135,256,255,366,16684,65.427,17050,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.065,36.925,43.0,44.6,0,false,10000,false,parse_error,,NA,770,false,false,256,true,NA
w2_006_balanced_b256_r1_d20000,2026-07-19T14:27:07+08:00,2026-07-19T14:27:26+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq391_budget256_temp0.0,gsm8k,w2_006,1,135,256,255,366,16684,65.427,17050,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.065,36.925,43.0,44.6,0,false,20000,false,parse_error,,NA,770,false,false,256,true,NA
w2_006_balanced_b256_r1_d30000,2026-07-19T14:27:07+08:00,2026-07-19T14:27:26+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq391_budget256_temp0.0,gsm8k,w2_006,1,135,256,255,366,16684,65.427,17050,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.065,36.925,43.0,44.6,0,false,30000,false,parse_error,,NA,770,false,false,256,true,NA
w2_007_balanced_b256_r1_d5000,2026-07-19T14:27:26+08:00,2026-07-19T14:27:33+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq379_budget256_temp0.0,gsm8k,w2_007,1,123,256,76,188,5031,66.197,5219,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.943,37.084,44.6,44.2,0,false,5000,false,deadline_miss,,28,28,true,false,256,false,NA
w2_007_balanced_b256_r1_d10000,2026-07-19T14:27:26+08:00,2026-07-19T14:27:33+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq379_budget256_temp0.0,gsm8k,w2_007,1,123,256,76,188,5031,66.197,5219,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.943,37.084,44.6,44.2,0,true,10000,true,none,,28,28,true,true,256,false,NA
w2_007_balanced_b256_r1_d20000,2026-07-19T14:27:26+08:00,2026-07-19T14:27:33+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq379_budget256_temp0.0,gsm8k,w2_007,1,123,256,76,188,5031,66.197,5219,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.943,37.084,44.6,44.2,0,true,20000,true,none,,28,28,true,true,256,false,NA
w2_007_balanced_b256_r1_d30000,2026-07-19T14:27:26+08:00,2026-07-19T14:27:33+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq379_budget256_temp0.0,gsm8k,w2_007,1,123,256,76,188,5031,66.197,5219,W2_reasoning_balanced_b256_1bfa8240e3,NA,36.943,37.084,44.6,44.2,0,true,30000,true,none,,28,28,true,true,256,false,NA
w2_008_balanced_b256_r1_d5000,2026-07-19T14:27:34+08:00,2026-07-19T14:27:53+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_008,1,132,256,255,367,16942,66.439,17309,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.078,37.285,43.4,44.6,0,false,5000,false,parse_error,,NA,50,false,false,256,true,NA
w2_008_balanced_b256_r1_d10000,2026-07-19T14:27:34+08:00,2026-07-19T14:27:53+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_008,1,132,256,255,367,16942,66.439,17309,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.078,37.285,43.4,44.6,0,false,10000,false,parse_error,,NA,50,false,false,256,true,NA
w2_008_balanced_b256_r1_d20000,2026-07-19T14:27:34+08:00,2026-07-19T14:27:53+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_008,1,132,256,255,367,16942,66.439,17309,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.078,37.285,43.4,44.6,0,false,20000,false,parse_error,,NA,50,false,false,256,true,NA
w2_008_balanced_b256_r1_d30000,2026-07-19T14:27:34+08:00,2026-07-19T14:27:53+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq388_budget256_temp0.0,gsm8k,w2_008,1,132,256,255,367,16942,66.439,17309,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.078,37.285,43.4,44.6,0,false,30000,false,parse_error,,NA,50,false,false,256,true,NA
w2_009_balanced_b256_r1_d5000,2026-07-19T14:27:53+08:00,2026-07-19T14:28:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq376_budget256_temp0.0,gsm8k,w2_009,1,120,256,99,190,6624,66.909,6814,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.297,37.49,44.2,44.6,0,false,5000,false,deadline_miss,,70,70,true,false,256,false,NA
w2_009_balanced_b256_r1_d10000,2026-07-19T14:27:53+08:00,2026-07-19T14:28:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq376_budget256_temp0.0,gsm8k,w2_009,1,120,256,99,190,6624,66.909,6814,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.297,37.49,44.2,44.6,0,true,10000,true,none,,70,70,true,true,256,false,NA
w2_009_balanced_b256_r1_d20000,2026-07-19T14:27:53+08:00,2026-07-19T14:28:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq376_budget256_temp0.0,gsm8k,w2_009,1,120,256,99,190,6624,66.909,6814,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.297,37.49,44.2,44.6,0,true,20000,true,none,,70,70,true,true,256,false,NA
w2_009_balanced_b256_r1_d30000,2026-07-19T14:27:53+08:00,2026-07-19T14:28:02+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq376_budget256_temp0.0,gsm8k,w2_009,1,120,256,99,190,6624,66.909,6814,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.297,37.49,44.2,44.6,0,true,30000,true,none,,70,70,true,true,256,false,NA
w2_010_balanced_b256_r1_d5000,2026-07-19T14:28:02+08:00,2026-07-19T14:28:12+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq377_budget256_temp0.0,gsm8k,w2_010,1,121,256,127,191,8446,66.504,8637,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.49,37.592,44.2,44.2,0,false,5000,false,deadline_miss,,100,100,true,false,256,false,NA
w2_010_balanced_b256_r1_d10000,2026-07-19T14:28:02+08:00,2026-07-19T14:28:12+08:00,mym,W2_reasoning,10.29.195.116:37907,executorch_qnn,Qwen2.5-3B-Instruct,Qwen2_5_1_5BQuantRecipe,QNN_HTP,balanced,8,kHtpBalanced,hybrid_prefill_ar128_seq377_budget256_temp0.0,gsm8k,w2_010,1,121,256,127,191,8446,66.504,8637,W2_reasoning_balanced_b256_1bfa8240e3,NA,37.49,37.592,44.2,44.2,0,true,10000,true,none,,100,100,true,true,256,false,NA
